subjID,condition,trial,effort_level,rating,ratingRT,effort_time,steps_req,sex,age,frustration_raw,frustration_adjusted,raw_overall,adjusted_overall,effort_trials,rel_liking,rel_value,rel_wanting
17,Wanting,16,High,3,1.646,141.96057280001696,270,Female,22,25,50,275,61.333333333333336,276,More,More,Neither
17,Wanting,17,Low,3,1.01,19.455560699978378,30,Female,22,25,50,275,61.333333333333336,34,More,More,Neither
17,Wanting,18,Medium,3,1.312,60.61873069999274,100,Female,22,25,50,275,61.333333333333336,102,More,More,Neither
18,Liking,1,Low,4,2.413,16.438528700033203,30,NA,NA,15,30,145,32.666666666666664,35,Neither,More,More
18,Liking,2,Medium,2,4.077,44.56210520002059,100,NA,NA,15,30,145,32.666666666666664,105,Neither,More,More
18,Liking,3,High,1,1.167,109.98690979997627,270,NA,NA,15,30,145,32.666666666666664,271,Neither,More,More
18,Liking,4,Low,5,2.015,11.00884619995486,30,NA,NA,15,30,145,32.666666666666664,32,Neither,More,More
18,Liking,5,High,2,4.031,112.17290699994192,270,NA,NA,15,30,145,32.666666666666664,271,Neither,More,More
18,Liking,6,Medium,3,1.618,39.32583850005176,100,NA,NA,15,30,145,32.666666666666664,100,Neither,More,More
18,Liking,7,High,4,3.434,111.14236489997712,270,NA,NA,15,30,145,32.666666666666664,272,Neither,More,More
18,Liking,8,Medium,4,2.044,42.16416120005306,100,NA,NA,15,30,145,32.666666666666664,103,Neither,More,More
18,Liking,9,Low,1,1.534,11.607962100068107,30,NA,NA,15,30,145,32.666666666666664,32,Neither,More,More
18,Liking,10,Medium,4,1.012,38.831369400024414,100,NA,NA,15,30,145,32.666666666666664,101,Neither,More,More
18,Liking,11,Low,1,1.546,11.439361600088889,30,NA,NA,15,30,145,32.666666666666664,31,Neither,More,More
18,Liking,12,High,5,1.374,103.94078239996452,270,NA,NA,15,30,145,32.666666666666664,272,Neither,More,More
18,Liking,13,Medium,5,1.447,40.98362579999957,100,NA,NA,15,30,145,32.666666666666664,103,Neither,More,More
18,Liking,14,High,3,3.463,107.23833769990595,270,NA,NA,15,30,145,32.666666666666664,270,Neither,More,More
18,Liking,15,Low,2,1.209,12.22145269997418,30,NA,NA,15,30,145,32.666666666666664,31,Neither,More,More
18,Liking,16,High,1,1.724,106.897883299971,270,NA,NA,15,30,145,32.666666666666664,273,Neither,More,More
18,Liking,17,Low,5,0.796,13.001874200068414,30,NA,NA,15,30,145,32.666666666666664,36,Neither,More,More
18,Liking,18,Medium,5,1.68,36.81255239993334,100,NA,NA,15,30,145,32.666666666666664,101,Neither,More,More
19,Value,1,Low,1,1.725,28.385443500010297,30,NA,NA,50,150,320,64.66666666666667,50,Neither,More,Less
19,Value,2,Medium,3,3.004,53.38494590006303,100,NA,NA,50,150,320,64.66666666666667,104,Neither,More,Less
19,Value,3,High,5,1.682,114.59903470007704,270,NA,NA,50,150,320,64.66666666666667,274,Neither,More,Less
19,Value,4,Low,1,1.45,19.05628469993826,30,NA,NA,50,150,320,64.66666666666667,32,Neither,More,Less
19,Value,5,High,5,2.272,145.9929725000402,270,NA,NA,50,150,320,64.66666666666667,273,Neither,More,Less
19,Value,6,Medium,3,2.407,58.044764399994165,100,NA,NA,50,150,320,64.66666666666667,103,Neither,More,Less
19,Value,7,High,4,2.776,143.1764430999756,270,NA,NA,50,150,320,64.66666666666667,273,Neither,More,Less
19,Value,8,Medium,2,2.754,56.73843809997197,100,NA,NA,50,150,320,64.66666666666667,102,Neither,More,Less
19,Value,9,Low,1,2.358,22.51210799999535,30,NA,NA,50,150,320,64.66666666666667,32,Neither,More,Less
19,Value,10,Medium,2,2.672,64.037096700049,100,NA,NA,50,150,320,64.66666666666667,103,Neither,More,Less
19,Value,11,Low,1,1.796,21.722614799975418,30,NA,NA,50,150,320,64.66666666666667,30,Neither,More,Less
19,Value,12,High,4,3.517,178.07940269995015,270,NA,NA,50,150,320,64.66666666666667,275,Neither,More,Less
19,Value,13,Medium,3,2.66,59.27494540007319,100,NA,NA,50,150,320,64.66666666666667,105,Neither,More,Less
19,Value,14,High,4,3.351,168.69368210004177,270,NA,NA,50,150,320,64.66666666666667,273,Neither,More,Less
19,Value,15,Low,2,2.879,35.98026450001635,30,NA,NA,50,150,320,64.66666666666667,35,Neither,More,Less
19,Value,16,High,4,11.061,188.60516539996024,270,NA,NA,50,150,320,64.66666666666667,273,Neither,More,Less
19,Value,17,Low,1,2.192,25.299981899908744,30,NA,NA,50,150,320,64.66666666666667,32,Neither,More,Less
19,Value,18,Medium,2,2.124,86.26258920005057,100,NA,NA,50,150,320,64.66666666666667,102,Neither,More,Less
23,Value,1,Low,2,2.321,22.619847399997525,30,NA,NA,35,0,310,59.666666666666664,33,More,Neither,Less
23,Value,2,Medium,4,3.829,65.04188609996345,100,NA,NA,35,0,310,59.666666666666664,103,More,Neither,Less
23,Value,3,High,5,3.33,169.41298399993684,270,NA,NA,35,0,310,59.666666666666664,273,More,Neither,Less
23,Value,4,Low,2,3.544,21.28036269999575,30,NA,NA,35,0,310,59.666666666666664,34,More,Neither,Less
23,Value,5,High,5,3.543,165.334565200028,270,NA,NA,35,0,310,59.666666666666664,271,More,Neither,Less
23,Value,6,Medium,3,3.461,63.28732130001299,100,NA,NA,35,0,310,59.666666666666664,103,More,Neither,Less
23,Value,7,High,5,3.975,159.95545459992718,270,NA,NA,35,0,310,59.666666666666664,273,More,Neither,Less
23,Value,8,Medium,3,4.559,64.13899040000979,100,NA,NA,35,0,310,59.666666666666664,102,More,Neither,Less
23,Value,9,Low,1,4.368,21.519539800006896,30,NA,NA,35,0,310,59.666666666666664,33,More,Neither,Less
23,Value,10,Medium,3,1.995,63.68255200004205,100,NA,NA,35,0,310,59.666666666666664,103,More,Neither,Less
23,Value,11,Low,1,2.01,21.539150399970826,30,NA,NA,35,0,310,59.666666666666664,33,More,Neither,Less
23,Value,12,High,4,3.357,167.94832490000408,270,NA,NA,35,0,310,59.666666666666664,272,More,Neither,Less
23,Value,13,Medium,3,3.104,64.66406979993917,100,NA,NA,35,0,310,59.666666666666664,103,More,Neither,Less
23,Value,14,High,5,2.779,169.49578960007057,270,NA,NA,35,0,310,59.666666666666664,275,More,Neither,Less
23,Value,15,Low,1,1.901,25.478123999899253,30,NA,NA,35,0,310,59.666666666666664,40,More,Neither,Less
23,Value,16,High,5,3.348,163.3186726999702,270,NA,NA,35,0,310,59.666666666666664,273,More,Neither,Less
23,Value,17,Low,1,2.805,20.678992000059225,30,NA,NA,35,0,310,59.666666666666664,32,More,Neither,Less
23,Value,18,Medium,3,4.806,66.36844510002993,100,NA,NA,35,0,310,59.666666666666664,103,More,Neither,Less
24,Value,1,Low,1,6.26,20.98897589999251,30,NA,NA,70,280,280,57.666666666666664,36,Neither,More,More
24,Value,2,Medium,3,38.2,54.81902920000721,100,NA,NA,70,280,280,57.666666666666664,106,Neither,More,More
24,Value,3,High,3,2.276,158.58255509997252,270,NA,NA,70,280,280,57.666666666666664,276,Neither,More,More
24,Value,4,Low,1,3.738,24.771518099936657,30,NA,NA,70,280,280,57.666666666666664,34,Neither,More,More
24,Value,5,High,5,2.412,176.34437730000354,270,NA,NA,70,280,280,57.666666666666664,276,Neither,More,More
24,Value,6,Medium,1,4.01,92.43947630003096,100,NA,NA,70,280,280,57.666666666666664,102,Neither,More,More
24,Value,7,High,5,8.097,217.65849189995788,270,NA,NA,70,280,280,57.666666666666664,273,Neither,More,More
24,Value,8,Medium,3,4.023,86.1358531001024,100,NA,NA,70,280,280,57.666666666666664,104,Neither,More,More
24,Value,9,Low,2,2.957,35.4427122999914,30,NA,NA,70,280,280,57.666666666666664,31,Neither,More,More
24,Value,10,Medium,4,2.044,130.948700799956,100,NA,NA,70,280,280,57.666666666666664,98,Neither,More,More
24,Value,11,Low,1,5.054,28.1260732000228,30,NA,NA,70,280,280,57.666666666666664,35,Neither,More,More
24,Value,12,High,1,5.623,236.8946922000032,270,NA,NA,70,280,280,57.666666666666664,274,Neither,More,More
24,Value,13,Medium,5,2.824,101.18887770001312,100,NA,NA,70,280,280,57.666666666666664,110,Neither,More,More
24,Value,14,High,3,8.373,300.0260663999943,270,NA,NA,70,280,280,57.666666666666664,278,Neither,More,More
24,Value,15,Low,2,4.694,52.6383719999576,30,NA,NA,70,280,280,57.666666666666664,35,Neither,More,More
24,Value,16,High,5,6.838,282.17772550007794,270,NA,NA,70,280,280,57.666666666666664,273,Neither,More,More
24,Value,17,Low,3,2.362,31.85565859999042,30,NA,NA,70,280,280,57.666666666666664,29,Neither,More,More
24,Value,18,Medium,5,2.397,73.4405993000837,100,NA,NA,70,280,280,57.666666666666664,106,Neither,More,More
25,Liking,1,Low,3,3.09,23.01843789999839,30,NA,NA,0,0,230,56.666666666666664,32,Neither,Neither,Less
25,Liking,2,Medium,5,6.731,52.44184970005881,100,NA,NA,0,0,230,56.666666666666664,105,Neither,Neither,Less
25,Liking,3,High,4,2.832,147.19599699997343,270,NA,NA,0,0,230,56.666666666666664,273,Neither,Neither,Less
25,Liking,4,Low,2,2.525,19.71520960005,30,NA,NA,0,0,230,56.666666666666664,30,Neither,Neither,Less
25,Liking,5,High,4,7.203,148.93615129997488,270,NA,NA,0,0,230,56.666666666666664,272,Neither,Neither,Less
25,Liking,6,Medium,2,4.602,56.79938590002712,100,NA,NA,0,0,230,56.666666666666664,103,Neither,Neither,Less
25,Liking,7,High,5,3.581,145.7961009000428,270,NA,NA,0,0,230,56.666666666666664,273,Neither,Neither,Less
25,Liking,8,Medium,1,1.984,49.35573339997791,100,NA,NA,0,0,230,56.666666666666664,104,Neither,Neither,Less
25,Liking,9,Low,5,5.048,17.22420209995471,30,NA,NA,0,0,230,56.666666666666664,34,Neither,Neither,Less
25,Liking,10,Medium,5,1.985,47.94241709995549,100,NA,NA,0,0,230,56.666666666666664,102,Neither,Neither,Less
25,Liking,11,Low,4,0.833,18.098422599956393,30,NA,NA,0,0,230,56.666666666666664,34,Neither,Neither,Less
25,Liking,12,High,3,4.221,130.04491699999198,270,NA,NA,0,0,230,56.666666666666664,272,Neither,Neither,Less
25,Liking,13,Medium,3,2.579,54.673855599947274,100,NA,NA,0,0,230,56.666666666666664,103,Neither,Neither,Less
25,Liking,14,High,3,3.739,145.0209601999959,270,NA,NA,0,0,230,56.666666666666664,273,Neither,Neither,Less
25,Liking,15,Low,2,2.726,24.28426270000637,30,NA,NA,0,0,230,56.666666666666664,36,Neither,Neither,Less
25,Liking,16,High,4,1.701,133.18764959997495,270,NA,NA,0,0,230,56.666666666666664,271,Neither,Neither,Less
25,Liking,17,Low,2,0.84,18.341546799987555,30,NA,NA,0,0,230,56.666666666666664,33,Neither,Neither,Less
25,Liking,18,Medium,3,3.068,47.174360100063495,100,NA,NA,0,0,230,56.666666666666664,104,Neither,Neither,Less
26,Value,1,Low,3,4.181,21.949336800025776,30,NA,NA,30,30,295,67,36,Less,More,More
26,Value,2,Medium,4,4.242,61.421407200046815,100,NA,NA,30,30,295,67,104,Less,More,More
26,Value,3,High,5,8.742,165.28200949996244,270,NA,NA,30,30,295,67,272,Less,More,More
26,Value,4,Low,3,3.449,26.383550499915145,30,NA,NA,30,30,295,67,38,Less,More,More
26,Value,5,High,4,5.344,184.0346339000389,270,NA,NA,30,30,295,67,272,Less,More,More
26,Value,6,Medium,3,5.118,68.87083679996431,100,NA,NA,30,30,295,67,103,Less,More,More
26,Value,7,High,4,3.358,160.88850330002606,270,NA,NA,30,30,295,67,273,Less,More,More
26,Value,8,Medium,5,2.904,62.21446569997352,100,NA,NA,30,30,295,67,101,Less,More,More
26,Value,9,Low,4,4.376,28.981863799970597,30,NA,NA,30,30,295,67,39,Less,More,More
26,Value,10,Medium,4,4.37,67.61687869997695,100,NA,NA,30,30,295,67,106,Less,More,More
26,Value,11,Low,4,2.042,22.118191799963824,30,NA,NA,30,30,295,67,34,Less,More,More
26,Value,12,High,4,4.026,157.09162930003367,270,NA,NA,30,30,295,67,271,Less,More,More
26,Value,13,Medium,3,4.374,63.92365080001764,100,NA,NA,30,30,295,67,102,Less,More,More
26,Value,14,High,5,5.667,169.71001809998415,270,NA,NA,30,30,295,67,273,Less,More,More
26,Value,15,Low,3,6.059,20.84230309992563,30,NA,NA,30,30,295,67,42,Less,More,More
26,Value,16,High,4,3.469,180.44541949999984,270,NA,NA,30,30,295,67,274,Less,More,More
26,Value,17,Low,3,9.421,26.767106499988586,30,NA,NA,30,30,295,67,51,Less,More,More
26,Value,18,Medium,4,1.899,69.21190730005037,100,NA,NA,30,30,295,67,104,Less,More,More
27,Value,1,Low,2,11.276,27.481923300074413,30,NA,NA,50,150,315,57,36,Neither,More,Neither
27,Value,2,Medium,2,9.46,78.39066189993173,100,NA,NA,50,150,315,57,103,Neither,More,Neither
27,Value,3,High,3,24.601,230.3534843000816,270,NA,NA,50,150,315,57,308,Neither,More,Neither
27,Value,4,Low,3,3.841,23.168016099953093,30,NA,NA,50,150,315,57,30,Neither,More,Neither
27,Value,5,High,3,10.945,203.37339870003052,270,NA,NA,50,150,315,57,273,Neither,More,Neither
27,Value,6,Medium,2,13.306,76.55838629999198,100,NA,NA,50,150,315,57,109,Neither,More,Neither
27,Value,7,High,4,9.328,199.27342899993528,270,NA,NA,50,150,315,57,272,Neither,More,Neither
27,Value,8,Medium,3,12.517,78.05556610005442,100,NA,NA,50,150,315,57,107,Neither,More,Neither
27,Value,9,Low,2,7.659,28.673359800013714,30,NA,NA,50,150,315,57,33,Neither,More,Neither
27,Value,10,Medium,2,9.065,76.7744217000436,100,NA,NA,50,150,315,57,104,Neither,More,Neither
27,Value,11,Low,1,12.873,22.75589679996483,30,NA,NA,50,150,315,57,32,Neither,More,Neither
27,Value,12,High,4,10.007,172.64314850000665,270,NA,NA,50,150,315,57,269,Neither,More,Neither
27,Value,13,Medium,2,6.766,64.6918188999407,100,NA,NA,50,150,315,57,101,Neither,More,Neither
27,Value,14,High,4,11.66,167.69809109997004,270,NA,NA,50,150,315,57,275,Neither,More,Neither
27,Value,15,Low,1,10.977,22.028224600013345,30,NA,NA,50,150,315,57,43,Neither,More,Neither
27,Value,16,High,3,11.46,174.5933468999574,270,NA,NA,50,150,315,57,282,Neither,More,Neither
27,Value,17,Low,2,7.11,19.191978899994865,30,NA,NA,50,150,315,57,32,Neither,More,Neither
27,Value,18,Medium,2,14.654,65.70460109994747,100,NA,NA,50,150,315,57,105,Neither,More,Neither
28,Value,1,Low,1,4.526,31.132931899977848,30,NA,NA,65,65,305,55.333333333333336,38,More,More,More
28,Value,2,Medium,3,6.117,76.20928060007282,100,NA,NA,65,65,305,55.333333333333336,108,More,More,More
28,Value,3,High,4,5.127,199.7370687000221,270,NA,NA,65,65,305,55.333333333333336,273,More,More,More
28,Value,4,Low,1,4.046,26.008733699913137,30,NA,NA,65,65,305,55.333333333333336,33,More,More,More
28,Value,5,High,4,4.192,203.0192724999506,270,NA,NA,65,65,305,55.333333333333336,271,More,More,More
28,Value,6,Medium,2,4.538,76.55086970003322,100,NA,NA,65,65,305,55.333333333333336,108,More,More,More
28,Value,7,High,4,2.543,187.75328259996604,270,NA,NA,65,65,305,55.333333333333336,272,More,More,More
28,Value,8,Medium,2,3.217,72.63214750005864,100,NA,NA,65,65,305,55.333333333333336,103,More,More,More
28,Value,9,Low,2,3.456,22.234544200007804,30,NA,NA,65,65,305,55.333333333333336,32,More,More,More
28,Value,10,Medium,3,2.186,69.55037389998324,100,NA,NA,65,65,305,55.333333333333336,101,More,More,More
28,Value,11,Low,1,1.476,23.19368659995962,30,NA,NA,65,65,305,55.333333333333336,30,More,More,More
28,Value,12,High,5,2.556,175.72993290005252,270,NA,NA,65,65,305,55.333333333333336,272,More,More,More
28,Value,13,Medium,3,2.53,80.7005868999986,100,NA,NA,65,65,305,55.333333333333336,112,More,More,More
28,Value,14,High,3,1.347,190.33771190000695,270,NA,NA,65,65,305,55.333333333333336,271,More,More,More
28,Value,15,Low,2,3.093,24.682955399970524,30,NA,NA,65,65,305,55.333333333333336,36,More,More,More
28,Value,16,High,3,1.116,223.3967056000838,270,NA,NA,65,65,305,55.333333333333336,273,More,More,More
28,Value,17,Low,2,2.47,30.550731700030155,30,NA,NA,65,65,305,55.333333333333336,35,More,More,More
28,Value,18,Medium,3,2.836,74.417715699994,100,NA,NA,65,65,305,55.333333333333336,101,More,More,More
29,Liking,1,Low,4,9.226,26.370112599921413,30,NA,NA,10,30,120,18.333333333333332,32,More,More,More
29,Liking,2,Medium,4,4.405,75.1306823999621,100,NA,NA,10,30,120,18.333333333333332,101,More,More,More
29,Liking,3,High,4,5.647,203.21153820003383,270,NA,NA,10,30,120,18.333333333333332,271,More,More,More
29,Liking,4,Low,4,5.869,29.842713700025342,30,NA,NA,10,30,120,18.333333333333332,30,More,More,More
29,Liking,5,High,3,4.479,239.6532893000403,270,NA,NA,10,30,120,18.333333333333332,273,More,More,More
29,Liking,6,Medium,4,11.785,87.91538580006454,100,NA,NA,10,30,120,18.333333333333332,105,More,More,More
29,Liking,7,High,4,6.094,233.548668500036,270,NA,NA,10,30,120,18.333333333333332,273,More,More,More
29,Liking,8,Medium,4,5.244,88.63118859997485,100,NA,NA,10,30,120,18.333333333333332,102,More,More,More
29,Liking,9,Low,4,3.707,33.60385989991482,30,NA,NA,10,30,120,18.333333333333332,32,More,More,More
29,Liking,10,Medium,4,6.817,85.87850180000532,100,NA,NA,10,30,120,18.333333333333332,101,More,More,More
29,Liking,11,Low,3,7.419,29.510563699994236,30,NA,NA,10,30,120,18.333333333333332,36,More,More,More
29,Liking,12,High,4,2.779,238.17062679992523,270,NA,NA,10,30,120,18.333333333333332,270,More,More,More
29,Liking,13,Medium,3,4.032,92.28503509995062,100,NA,NA,10,30,120,18.333333333333332,101,More,More,More
29,Liking,14,High,4,6.03,230.3524383000331,270,NA,NA,10,30,120,18.333333333333332,276,More,More,More
29,Liking,15,Low,5,4.5,29.320995600079183,30,NA,NA,10,30,120,18.333333333333332,32,More,More,More
29,Liking,16,High,3,2.178,225.0886487000389,270,NA,NA,10,30,120,18.333333333333332,271,More,More,More
29,Liking,17,Low,4,3.412,30.8870859000599,30,NA,NA,10,30,120,18.333333333333332,33,More,More,More
29,Liking,18,Medium,4,2.227,86.68742110009771,100,NA,NA,10,30,120,18.333333333333332,102,More,More,More
30,Liking,1,Low,2,4.023,39.14586980000604,30,NA,NA,80,320,390,75.33333333333333,33,Less,More,More
30,Liking,2,Medium,2,3.691,133.83663080004044,100,NA,NA,80,320,390,75.33333333333333,117,Less,More,More
30,Liking,3,High,2,4.66,297.58312969992403,270,NA,NA,80,320,390,75.33333333333333,269,Less,More,More
30,Liking,4,Low,2,4.726,49.352339899982326,30,NA,NA,80,320,390,75.33333333333333,42,Less,More,More
30,Liking,5,High,1,5.819,317.8133869000012,270,NA,NA,80,320,390,75.33333333333333,270,Less,More,More
30,Liking,6,Medium,2,4.942,129.60494450002443,100,NA,NA,80,320,390,75.33333333333333,102,Less,More,More
30,Liking,7,High,1,4.673,343.60669600008987,270,NA,NA,80,320,390,75.33333333333333,271,Less,More,More
30,Liking,8,Medium,2,2.693,115.63363399996888,100,NA,NA,80,320,390,75.33333333333333,100,Less,More,More
30,Liking,9,Low,2,3.805,35.56524919997901,30,NA,NA,80,320,390,75.33333333333333,30,Less,More,More
30,Liking,10,Medium,2,2.614,106.90366439998616,100,NA,NA,80,320,390,75.33333333333333,99,Less,More,More
30,Liking,11,Low,2,2.754,32.432365399901755,30,NA,NA,80,320,390,75.33333333333333,29,Less,More,More
30,Liking,12,High,1,3.46,321.4489910999546,270,NA,NA,80,320,390,75.33333333333333,271,Less,More,More
30,Liking,13,Medium,2,3.104,116.3175691999495,100,NA,NA,80,320,390,75.33333333333333,102,Less,More,More
30,Liking,14,High,2,1.754,235.0259552000789,270,NA,NA,80,320,390,75.33333333333333,271,Less,More,More
30,Liking,15,Low,2,1.94,26.64585640002042,30,NA,NA,80,320,390,75.33333333333333,31,Less,More,More
30,Liking,16,High,2,1.617,225.61098100000527,270,NA,NA,80,320,390,75.33333333333333,271,Less,More,More
30,Liking,17,Low,2,1.417,24.83296569995582,30,NA,NA,80,320,390,75.33333333333333,30,Less,More,More
30,Liking,18,Medium,2,1.272,79.66188260004856,100,NA,NA,80,320,390,75.33333333333333,102,Less,More,More
31,Wanting,1,Low,3,3.238,17.157135999994352,30,Female,22,15,0,240,50,33,More,More,More
31,Wanting,2,Medium,4,5.994,51.01383650000207,100,Female,22,15,0,240,50,106,More,More,More
31,Wanting,3,High,1,5.204,134.43148239993025,270,Female,22,15,0,240,50,272,More,More,More
31,Wanting,4,Low,3,3.019,17.721347699989565,30,Female,22,15,0,240,50,31,More,More,More
31,Wanting,5,High,1,5.08,156.98062789998949,270,Female,22,15,0,240,50,273,More,More,More
31,Wanting,6,Medium,1,7.744,50.8206341000041,100,Female,22,15,0,240,50,101,More,More,More
31,Wanting,7,High,3,4.125,152.2948650000617,270,Female,22,15,0,240,50,270,More,More,More
31,Wanting,8,Medium,3,2.733,49.97207619994879,100,Female,22,15,0,240,50,103,More,More,More
31,Wanting,9,Low,2,3.519,17.468312400043942,30,Female,22,15,0,240,50,32,More,More,More
31,Wanting,10,Medium,4,5.266,53.729637300013565,100,Female,22,15,0,240,50,102,More,More,More
31,Wanting,11,Low,3,4.394,19.24016369995661,30,Female,22,15,0,240,50,37,More,More,More
31,Wanting,12,High,1,4.019,147.6153852000134,270,Female,22,15,0,240,50,273,More,More,More
31,Wanting,13,Medium,5,1.961,48.181877900031395,100,Female,22,15,0,240,50,103,More,More,More
31,Wanting,14,High,3,3.556,135.18011610000394,270,Female,22,15,0,240,50,271,More,More,More
31,Wanting,15,Low,3,2.328,17.174399300012738,30,Female,22,15,0,240,50,34,More,More,More
31,Wanting,16,High,1,2.849,118.13964270008728,270,Female,22,15,0,240,50,267,More,More,More
31,Wanting,17,Low,5,4.072,17.454679299960844,30,Female,22,15,0,240,50,33,More,More,More
31,Wanting,18,Medium,2,2.997,42.89473239996005,100,Female,22,15,0,240,50,102,More,More,More
32,Wanting,1,Low,4,4.759,15.585673399968073,30,Male,18,0,0,170,49,31,More,More,More
32,Wanting,2,Medium,1,3.688,50.15601409994997,100,Male,18,0,0,170,49,100,More,More,More
32,Wanting,3,High,1,2.95,142.4247853999259,270,Male,18,0,0,170,49,271,More,More,More
32,Wanting,4,Low,1,3.688,17.87085369997658,30,Male,18,0,0,170,49,36,More,More,More
32,Wanting,5,High,1,3.713,127.8978719000006,270,Male,18,0,0,170,49,272,More,More,More
32,Wanting,6,Medium,1,3.776,42.99346389994025,100,Male,18,0,0,170,49,112,More,More,More
32,Wanting,7,High,1,2.84,153.16598809999414,270,Male,18,0,0,170,49,271,More,More,More
32,Wanting,8,Medium,1,3.188,57.59162149997428,100,Male,18,0,0,170,49,100,More,More,More
32,Wanting,9,Low,1,3.723,17.70289740001317,30,Male,18,0,0,170,49,30,More,More,More
32,Wanting,10,Medium,1,3.283,67.82963610009756,100,Male,18,0,0,170,49,98,More,More,More
32,Wanting,11,Low,1,3.009,16.885514899971895,30,Male,18,0,0,170,49,30,More,More,More
32,Wanting,12,High,1,4.764,165.79980359994806,270,Male,18,0,0,170,49,272,More,More,More
32,Wanting,13,Medium,1,1.093,74.9272600999102,100,Male,18,0,0,170,49,101,More,More,More
32,Wanting,14,High,1,2.49,199.42222130007576,270,Male,18,0,0,170,49,271,More,More,More
32,Wanting,15,Low,1,2.69,19.410887800040655,30,Male,18,0,0,170,49,30,More,More,More
32,Wanting,16,High,1,2.167,183.00497809995431,270,Male,18,0,0,170,49,272,More,More,More
32,Wanting,17,Low,1,1.514,19.906578599940985,30,Male,18,0,0,170,49,32,More,More,More
32,Wanting,18,Medium,1,1.953,63.620031300000846,100,Male,18,0,0,170,49,102,More,More,More
33,Liking,1,Low,3,2.099,14.935798299964516,30,NA,NA,100,400,415,82.66666666666667,34,Neither,Neither,More
33,Liking,2,Medium,4,3.118,38.70817480003461,100,NA,NA,100,400,415,82.66666666666667,104,Neither,Neither,More
33,Liking,3,High,1,2.567,103.91767650004476,270,NA,NA,100,400,415,82.66666666666667,274,Neither,Neither,More
33,Liking,4,Low,5,1.708,13.30217000003904,30,NA,NA,100,400,415,82.66666666666667,34,Neither,Neither,More
33,Liking,5,High,1,0.936,105.9300470999442,270,NA,NA,100,400,415,82.66666666666667,274,Neither,Neither,More
33,Liking,6,Medium,5,1.035,39.78375459997915,100,NA,NA,100,400,415,82.66666666666667,104,Neither,Neither,More
33,Liking,7,High,1,1.998,112.4580951000098,270,NA,NA,100,400,415,82.66666666666667,266,Neither,Neither,More
33,Liking,8,Medium,1,2.711,51.59682749980129,100,NA,NA,100,400,415,82.66666666666667,111,Neither,Neither,More
33,Liking,9,Low,2,1.509,15.463001100113615,30,NA,NA,100,400,415,82.66666666666667,33,Neither,Neither,More
33,Liking,10,Medium,5,1.343,44.29747759993188,100,NA,NA,100,400,415,82.66666666666667,109,Neither,Neither,More
33,Liking,11,Low,3,1.567,16.957240600138903,30,NA,NA,100,400,415,82.66666666666667,36,Neither,Neither,More
33,Liking,12,High,1,2.248,122.3993265000172,270,NA,NA,100,400,415,82.66666666666667,273,Neither,Neither,More
33,Liking,13,Medium,4,0.986,57.35506289987825,100,NA,NA,100,400,415,82.66666666666667,103,Neither,Neither,More
33,Liking,14,High,4,3.161,135.7150502000004,270,NA,NA,100,400,415,82.66666666666667,280,Neither,Neither,More
33,Liking,15,Low,1,0.944,38.6871441998519,30,NA,NA,100,400,415,82.66666666666667,51,Neither,Neither,More
33,Liking,16,High,1,2.048,138.39058350003324,270,NA,NA,100,400,415,82.66666666666667,278,Neither,Neither,More
33,Liking,17,Low,1,3.412,19.393257500138137,30,NA,NA,100,400,415,82.66666666666667,35,Neither,Neither,More
33,Liking,18,Medium,4,2.991,50.74148630001582,100,NA,NA,100,400,415,82.66666666666667,104,Neither,Neither,More
34,Value,1,Low,1,2.289,9.504855700070038,30,NA,NA,0,0,225,55.333333333333336,35,More,More,More
34,Value,2,Medium,2,2.808,41.42261900007725,100,NA,NA,0,0,225,55.333333333333336,111,More,More,More
34,Value,3,High,3,1.949,107.64456319995224,270,NA,NA,0,0,225,55.333333333333336,273,More,More,More
34,Value,4,Low,1,2.52,13.670955199981108,30,NA,NA,0,0,225,55.333333333333336,33,More,More,More
34,Value,5,High,2,3.777,105.71951019996776,270,NA,NA,0,0,225,55.333333333333336,274,More,More,More
34,Value,6,Medium,1,3.182,41.64461479987949,100,NA,NA,0,0,225,55.333333333333336,104,More,More,More
34,Value,7,High,2,1.28,110.667601400055,270,NA,NA,0,0,225,55.333333333333336,272,More,More,More
34,Value,8,Medium,3,3.032,73.76075570005924,100,NA,NA,0,0,225,55.333333333333336,187,More,More,More
34,Value,9,Low,1,3.874,14.715146200032905,30,NA,NA,0,0,225,55.333333333333336,37,More,More,More
34,Value,10,Medium,2,1.217,35.784874400123954,100,NA,NA,0,0,225,55.333333333333336,104,More,More,More
34,Value,11,Low,1,7.478,15.98605339997448,30,NA,NA,0,0,225,55.333333333333336,33,More,More,More
34,Value,12,High,3,2.834,108.36897880001924,270,NA,NA,0,0,225,55.333333333333336,270,More,More,More
34,Value,13,Medium,3,1.594,39.86366800009273,100,NA,NA,0,0,225,55.333333333333336,104,More,More,More
34,Value,14,High,3,1.723,110.47276050015353,270,NA,NA,0,0,225,55.333333333333336,273,More,More,More
34,Value,15,Low,2,0.764,12.051538500003517,30,NA,NA,0,0,225,55.333333333333336,45,More,More,More
34,Value,16,High,3,2.658,104.42153550009245,270,NA,NA,0,0,225,55.333333333333336,272,More,More,More
34,Value,17,Low,2,1.081,11.627958600176498,30,NA,NA,0,0,225,55.333333333333336,34,More,More,More
