subjID,type,experience,current_trial,firstsec,effort_level,numpressess,rt,value
142,Liking,Experience,42,0,High,51,2290,3
142,Liking,Experience,44,0,High,35,2232,2
142,Liking,Experience,46,0,Low,12,4837,4
142,Liking,Experience,48,0,Low,12,1814,4
142,Liking,Experience,50,0,Low,12,3301,3
142,Liking,Experience,52,0,High,48,2698,2
21,Value,Experience,35,0,Medium,28,4838,2
21,Value,Experience,37,0,Low,15,5127,5
21,Value,Experience,39,0,High,59,2243,5
21,Value,Experience,41,0,Low,13,2177,3
21,Value,Experience,43,0,High,51,1594,5
21,Value,Experience,45,0,High,54,2026,4
21,Value,Experience,47,0,Medium,21,1880,3
21,Value,Experience,49,0,Low,14,1579,2
21,Value,Experience,51,0,Medium,21,2680,3
13,Liking,No Experience,4,0,Medium,36,6174,2
13,Liking,No Experience,6,0,High,88,7752,2
13,Liking,No Experience,8,0,Medium,34,7210,4
13,Liking,No Experience,10,0,High,86,1352,3
13,Liking,No Experience,12,0,Low,23,958,4
13,Liking,No Experience,14,0,Medium,34,519,2
13,Liking,No Experience,16,0,High,84,1761,4
13,Liking,No Experience,18,0,Low,19,704,3
13,Liking,No Experience,20,0,Low,22,6781,3
110,Liking,Experience,40,0,Low,14,3330,3
110,Liking,Experience,42,0,Medium,22,2237,1
110,Liking,Experience,44,0,High,52,4436,3
110,Liking,Experience,46,0,Medium,22,1585,3
110,Liking,Experience,48,0,Low,12,1379,3
110,Liking,Experience,50,0,High,51,1494,3
110,Liking,Experience,52,0,Low,13,1198,4
110,Liking,Experience,54,0,High,51,2382,2
110,Liking,Experience,56,0,Medium,20,1846,4
84,Value,Experience,33,0,Medium,37,5761,2
84,Value,Experience,35,0,High,90,2147,1
84,Value,Experience,37,0,High,89,1775,4
84,Value,Experience,39,0,Low,20,2057,3
84,Value,Experience,41,0,Low,22,1575,2
84,Value,Experience,43,0,High,90,2123,5
84,Value,Experience,45,0,Medium,37,1406,3
84,Value,Experience,47,0,Medium,39,1743,5
84,Value,Experience,49,0,Low,21,1656,1
152,Value,No Experience,4,0,Medium,39,4374,2
152,Value,No Experience,6,0,High,93,3427,2
152,Value,No Experience,8,0,Medium,39,1700,2
152,Value,No Experience,10,0,High,92,1732,3
152,Value,No Experience,12,0,Medium,37,1956,4
152,Value,No Experience,14,0,Low,21,2222,1
152,Value,No Experience,16,0,Low,23,1459,3
152,Value,No Experience,18,0,Low,22,1402,1
152,Value,No Experience,20,0,High,87,1288,5
28,Liking,No Experience,4,0,Low,26,19081,3
28,Liking,No Experience,6,0,Medium,35,3246,2
28,Liking,No Experience,8,0,Medium,33,1730,1
28,Liking,No Experience,10,0,Low,20,2831,4
28,Liking,No Experience,12,0,High,88,1609,3
28,Liking,No Experience,14,0,High,84,1567,4
28,Liking,No Experience,16,0,Low,16,1342,3
28,Liking,No Experience,18,0,Medium,33,1360,4
28,Liking,No Experience,20,0,High,75,2517,3
46,Value,No Experience,4,0,Medium,39,5654,2
46,Value,No Experience,6,0,Medium,38,1511,1
46,Value,No Experience,8,0,Medium,38,3224,2
46,Value,No Experience,10,0,Low,21,2159,3
46,Value,No Experience,12,0,High,92,1988,4
46,Value,No Experience,14,0,High,93,1126,1
46,Value,No Experience,16,0,Low,21,2526,3
46,Value,No Experience,18,0,High,92,1390,4
46,Value,No Experience,20,0,Low,21,1056,1
129,Value,Experience,35,0,Low,7,2737,1
129,Value,Experience,37,0,High,37,1573,3
129,Value,Experience,39,0,Medium,17,1249,2
129,Value,Experience,41,0,Medium,14,2068,5
129,Value,Experience,43,0,High,34,1412,2
129,Value,Experience,45,0,High,35,1380,5
129,Value,Experience,47,0,Low,9,1292,1
129,Value,Experience,49,0,Medium,16,1520,1
129,Value,Experience,51,0,Low,9,1148,2
155,Value,No Experience,4,0,High,93,5480,1
155,Value,No Experience,6,0,Medium,39,3522,1
155,Value,No Experience,8,0,Low,22,3048,1
155,Value,No Experience,10,0,High,93,2156,3
155,Value,No Experience,12,0,Low,22,1497,1
155,Value,No Experience,14,0,Medium,37,1929,3
155,Value,No Experience,16,0,High,90,1722,4
155,Value,No Experience,18,0,Medium,38,1738,2
155,Value,No Experience,20,0,Low,21,2113,1
185,Liking,No Experience,4,0,Medium,33,7065,4
185,Liking,No Experience,6,0,Low,19,2221,3
185,Liking,No Experience,8,0,High,78,1913,5
185,Liking,No Experience,10,0,Low,17,1234,5
185,Liking,No Experience,12,0,Low,18,1433,2
185,Liking,No Experience,14,0,Medium,32,889,2
185,Liking,No Experience,16,0,High,77,1494,4
185,Liking,No Experience,18,0,Medium,32,1237,5
185,Liking,No Experience,20,0,High,77,2051,1
12,Value,Experience,27,0,Low,20,6104,4
12,Value,Experience,29,0,High,87,2536,2
12,Value,Experience,31,0,High,90,2589,1
12,Value,Experience,33,0,Low,20,1105,5
12,Value,Experience,35,0,Medium,34,1129,3
12,Value,Experience,37,0,Medium,34,2319,2
12,Value,Experience,39,0,High,88,3152,2
12,Value,Experience,41,0,Medium,33,2188,4
12,Value,Experience,43,0,Low,19,1258,2
95,Value,Experience,31,0,Low,13,2940,1
95,Value,Experience,33,0,Medium,23,2949,3
95,Value,Experience,35,0,High,52,1941,5
95,Value,Experience,37,0,High,53,1650,5
95,Value,Experience,39,0,High,52,1574,5
95,Value,Experience,41,0,Medium,18,2023,3
95,Value,Experience,43,0,Low,12,2035,2
95,Value,Experience,45,0,Medium,20,1873,3
95,Value,Experience,47,0,Low,13,2041,1
8,Liking,Experience,37,0,Low,17,3848,1
8,Liking,Experience,39,0,Medium,33,2027,4
8,Liking,Experience,41,0,Medium,27,2046,3
8,Liking,Experience,43,0,High,79,2267,2
8,Liking,Experience,45,0,Medium,32,2170,2
8,Liking,Experience,47,0,High,65,2051,5
8,Liking,Experience,49,0,Low,16,1863,2
8,Liking,Experience,51,0,High,70,1909,1
8,Liking,Experience,53,0,Low,15,2447,5
136,Liking,Experience,42,0,High,25,5903,5
136,Liking,Experience,44,0,Low,8,2959,4
136,Liking,Experience,46,0,Medium,12,3547,4
136,Liking,Experience,48,0,High,27,2668,2
136,Liking,Experience,50,0,Medium,14,3913,1
136,Liking,Experience,52,0,Low,7,2805,5
136,Liking,Experience,54,0,Low,7,7852,4
136,Liking,Experience,56,0,High,27,3087,3
136,Liking,Experience,58,0,Medium,11,2156,2
36,Liking,Experience,31,0,Medium,32,2511,4
36,Liking,Experience,33,0,Low,19,1680,3
36,Liking,Experience,35,0,High,81,2254,3
36,Liking,Experience,37,0,Low,19,1917,4
36,Liking,Experience,39,0,Medium,33,1880,2
36,Liking,Experience,41,0,High,80,2236,5
36,Liking,Experience,43,0,High,78,3618,3
36,Liking,Experience,45,0,Low,19,1762,4
36,Liking,Experience,47,0,Medium,39,2340,5
53,Liking,No Experience,4,0,High,92,3220,2
53,Liking,No Experience,6,0,Medium,36,3327,3
53,Liking,No Experience,8,0,High,87,2216,2
53,Liking,No Experience,10,0,Medium,34,2118,4
53,Liking,No Experience,12,0,Low,19,2189,4
53,Liking,No Experience,14,0,Low,17,1663,4
53,Liking,No Experience,16,0,Low,18,1163,2
53,Liking,No Experience,18,0,Medium,32,1322,3
53,Liking,No Experience,20,0,High,75,2522,2
88,Value,No Experience,4,0,High,21,8863,3
88,Value,No Experience,6,0,Low,7,3288,1
88,Value,No Experience,8,0,Medium,10,2660,4
88,Value,No Experience,10,0,High,22,2306,5
88,Value,No Experience,12,0,High,23,2227,5
88,Value,No Experience,14,0,Low,7,2440,2
88,Value,No Experience,16,0,Medium,10,2506,3
88,Value,No Experience,18,0,Low,6,2826,1
88,Value,No Experience,20,0,Medium,9,2190,2
147,Value,No Experience,4,0,Medium,11,5234,1
147,Value,No Experience,6,0,High,37,2204,2
147,Value,No Experience,8,0,Low,20,1674,1
147,Value,No Experience,10,0,High,33,1758,3
147,Value,No Experience,12,0,High,60,3149,5
147,Value,No Experience,14,0,Medium,31,980,2
147,Value,No Experience,16,0,Low,11,1894,3
147,Value,No Experience,18,0,Low,7,1410,1
147,Value,No Experience,20,0,Medium,37,1291,2
74,Liking,Experience,33,0,Low,13,3708,3
74,Liking,Experience,35,0,Medium,28,5019,1
74,Liking,Experience,37,0,High,52,4294,2
74,Liking,Experience,39,0,High,64,2115,3
74,Liking,Experience,41,0,Low,10,2481,2
74,Liking,Experience,43,0,Medium,24,2559,4
74,Liking,Experience,45,0,Medium,26,5536,3
74,Liking,Experience,47,0,Low,14,4253,2
74,Liking,Experience,49,0,High,52,2480,2
159,Liking,No Experience,4,0,Medium,38,6604,3
159,Liking,No Experience,6,0,Medium,39,5643,4
159,Liking,No Experience,8,0,Low,23,1885,2
159,Liking,No Experience,10,0,Low,22,2207,4
159,Liking,No Experience,12,0,Medium,37,1640,5
159,Liking,No Experience,14,0,High,90,2199,3
159,Liking,No Experience,16,0,Low,21,2339,4
159,Liking,No Experience,18,0,High,88,3847,3
159,Liking,No Experience,20,0,High,83,2852,5
128,Liking,Experience,40,0,Medium,20,6362,1
128,Liking,Experience,42,0,Medium,25,3837,1
128,Liking,Experience,44,0,Low,13,2966,2
128,Liking,Experience,46,0,Low,15,2714,3
128,Liking,Experience,48,0,High,52,1833,3
128,Liking,Experience,50,0,Medium,24,2498,2
128,Liking,Experience,52,0,High,50,1358,1
128,Liking,Experience,54,0,Low,11,1313,1
128,Liking,Experience,56,0,High,48,1212,5
5,Liking,No Experience,4,0,Low,22,4821,4
5,Liking,No Experience,6,0,High,64,2112,3
5,Liking,No Experience,8,0,High,71,2765,4
5,Liking,No Experience,10,0,Low,20,2154,5
5,Liking,No Experience,12,0,Medium,26,2606,4
5,Liking,No Experience,14,0,Low,20,1506,4
5,Liking,No Experience,16,0,Medium,23,2026,3
5,Liking,No Experience,18,0,High,66,2960,3
5,Liking,No Experience,20,0,Medium,33,2330,3
191,Value,No Experience,4,0,Low,21,6036,1
191,Value,No Experience,6,0,Low,22,2618,1
191,Value,No Experience,8,0,Low,22,1659,1
191,Value,No Experience,10,0,High,92,2335,1
191,Value,No Experience,12,0,Medium,37,2062,2
191,Value,No Experience,14,0,High,91,1760,1
191,Value,No Experience,16,0,High,88,2133,1
191,Value,No Experience,18,0,Medium,35,2563,2
191,Value,No Experience,20,0,Medium,35,1676,1
66,Value,Experience,30,0,Medium,26,1675,2
66,Value,Experience,32,0,High,62,1422,4
66,Value,Experience,34,0,High,62,974,3
66,Value,Experience,36,0,Low,15,558,3
66,Value,Experience,38,0,Low,15,791,5
66,Value,Experience,40,0,High,58,663,2
66,Value,Experience,42,0,Low,15,624,2
66,Value,Experience,44,0,Medium,16,660,3
66,Value,Experience,46,0,Medium,25,831,4
7,Liking,No Experience,4,0,Low,22,6853,3
7,Liking,No Experience,6,0,Low,20,4633,2
7,Liking,No Experience,8,0,Low,21,3762,2
7,Liking,No Experience,10,0,High,86,2136,4
7,Liking,No Experience,12,0,Medium,16,3868,3
7,Liking,No Experience,14,0,Medium,19,3432,5
7,Liking,No Experience,16,0,High,90,2480,5
7,Liking,No Experience,18,0,Medium,29,2158,4
7,Liking,No Experience,20,0,High,35,2682,3
167,Liking,No Experience,4,0,High,94,7765,4
167,Liking,No Experience,6,0,High,91,2412,3
167,Liking,No Experience,8,0,Low,21,1713,5
167,Liking,No Experience,10,0,Medium,37,2893,3
167,Liking,No Experience,12,0,High,93,2326,3
167,Liking,No Experience,14,0,Low,21,1311,4
167,Liking,No Experience,16,0,Low,21,1544,4
167,Liking,No Experience,18,0,Medium,37,2695,4
167,Liking,No Experience,20,0,Medium,37,1526,3
25,Liking,Experience,48,0,Medium,15,6505,4
25,Liking,Experience,50,0,Medium,14,2289,3
25,Liking,Experience,52,0,High,30,2264,3
25,Liking,Experience,54,0,Medium,14,2089,4
25,Liking,Experience,56,0,Low,9,1164,4
25,Liking,Experience,58,0,Low,9,2256,5
25,Liking,Experience,60,0,High,29,1126,2
25,Liking,Experience,62,0,Low,7,4396,5
25,Liking,Experience,64,0,High,27,1778,2
180,Liking,No Experience,4,0,Medium,32,7766,4
180,Liking,No Experience,6,0,High,56,5031,2
180,Liking,No Experience,8,0,Medium,19,2623,4
180,Liking,No Experience,10,0,Low,14,4586,5
180,Liking,No Experience,12,0,Low,14,2213,4
180,Liking,No Experience,14,0,Low,13,2356,4
180,Liking,No Experience,16,0,Medium,21,2500,4
180,Liking,No Experience,18,0,High,67,2611,2
180,Liking,No Experience,20,0,High,51,2646,3
124,Liking,No Experience,4,0,Low,22,2898,4
124,Liking,No Experience,6,0,High,92,2877,3
124,Liking,No Experience,8,0,Medium,35,2514,3
124,Liking,No Experience,10,0,Medium,36,1006,4
124,Liking,No Experience,12,0,Medium,36,2131,4
124,Liking,No Experience,14,0,High,85,1975,3
124,Liking,No Experience,16,0,Low,19,1359,4
124,Liking,No Experience,18,0,Low,18,2098,5
124,Liking,No Experience,20,0,High,81,1808,4
164,Value,No Experience,4,0,Medium,38,6137,2
164,Value,No Experience,6,0,High,83,2754,4
164,Value,No Experience,8,0,High,68,2063,3
164,Value,No Experience,10,0,Medium,30,1524,1
164,Value,No Experience,12,0,High,67,2637,3
164,Value,No Experience,14,0,Low,13,1479,1
164,Value,No Experience,16,0,Low,14,849,1
164,Value,No Experience,18,0,Low,13,884,1
164,Value,No Experience,20,0,Medium,23,1862,2
37,Value,No Experience,4,0,Low,20,5819,3
37,Value,No Experience,6,0,High,91,5306,4
37,Value,No Experience,8,0,Medium,36,2706,3
37,Value,No Experience,10,0,Medium,36,3103,3
37,Value,No Experience,12,0,High,82,2761,3
37,Value,No Experience,14,0,Low,18,6159,3
37,Value,No Experience,16,0,Low,20,1446,3
37,Value,No Experience,18,0,High,84,1960,4
37,Value,No Experience,20,0,Medium,33,2583,2
146,Value,Experience,31,0,Medium,38,4166,2
146,Value,Experience,33,0,Medium,38,815,3
146,Value,Experience,35,0,Low,20,796,3
146,Value,Experience,37,0,Medium,37,917,4
146,Value,Experience,39,0,High,91,1237,2
146,Value,Experience,41,0,Low,21,991,3
146,Value,Experience,43,0,High,92,1692,1
146,Value,Experience,45,0,High,91,1474,5
146,Value,Experience,47,0,Low,20,974,2
175,Liking,No Experience,4,0,Medium,34,3164,1
175,Liking,No Experience,6,0,Low,22,2414,3
175,Liking,No Experience,8,0,Low,22,1647,1
175,Liking,No Experience,10,0,Medium,39,1745,4
175,Liking,No Experience,12,0,Medium,39,1548,3
175,Liking,No Experience,14,0,Low,22,1129,2
175,Liking,No Experience,16,0,High,92,2213,2
175,Liking,No Experience,18,0,High,87,3728,2
175,Liking,No Experience,20,0,High,91,1680,2
120,Liking,No Experience,4,0,High,93,8361,3
120,Liking,No Experience,6,0,Medium,38,6479,2
120,Liking,No Experience,8,0,High,91,5866,4
120,Liking,No Experience,10,0,High,91,3013,2
120,Liking,No Experience,12,0,Medium,38,4328,4
120,Liking,No Experience,14,0,Low,21,3146,2
120,Liking,No Experience,16,0,Medium,36,2564,3
120,Liking,No Experience,18,0,Low,21,2367,3
120,Liking,No Experience,20,0,Low,20,5360,3
160,Liking,Experience,41,0,Low,18,7077,5
160,Liking,Experience,43,0,Medium,34,2366,4
160,Liking,Experience,45,0,High,82,2172,1
160,Liking,Experience,47,0,Medium,32,2464,5
160,Liking,Experience,49,0,Medium,31,3236,5
160,Liking,Experience,51,0,Low,18,3249,5
160,Liking,Experience,53,0,High,77,2093,2
160,Liking,Experience,55,0,High,80,3278,1
160,Liking,Experience,57,0,Low,17,2520,5
55,Value,No Experience,4,0,High,91,4656,1
55,Value,No Experience,6,0,Low,20,4724,3
55,Value,No Experience,8,0,Medium,35,3741,3
55,Value,No Experience,10,0,Low,15,1489,4
55,Value,No Experience,12,0,Medium,28,2484,4
55,Value,No Experience,14,0,High,51,18903,3
55,Value,No Experience,16,0,Low,9,7176,3
55,Value,No Experience,18,0,Medium,16,2075,3
55,Value,No Experience,20,0,High,37,4539,4
80,Value,Experience,20,0,High,81,8007,2
80,Value,Experience,22,0,Medium,35,2359,4
80,Value,Experience,24,0,High,84,2343,5
80,Value,Experience,26,0,High,82,2091,3
80,Value,Experience,28,0,Low,19,2306,5
80,Value,Experience,30,0,Medium,33,2030,4
80,Value,Experience,32,0,Medium,33,1825,4
80,Value,Experience,34,0,Low,20,4047,1
80,Value,Experience,36,0,Low,18,2119,5
45,Liking,No Experience,4,0,Medium,31,3542,4
45,Liking,No Experience,6,0,Medium,28,3286,3
45,Liking,No Experience,8,0,Medium,17,1543,3
45,Liking,No Experience,10,0,Low,18,1477,4
45,Liking,No Experience,12,0,Low,17,1378,4
45,Liking,No Experience,14,0,High,55,2025,5
45,Liking,No Experience,16,0,Low,16,1477,4
45,Liking,No Experience,18,0,High,56,3050,2
45,Liking,No Experience,20,0,High,59,2011,2
125,Value,Experience,24,0,Low,21,6131,3
125,Value,Experience,26,0,Low,19,8981,4
125,Value,Experience,28,0,High,68,2090,4
125,Value,Experience,30,0,High,69,1869,4
125,Value,Experience,32,0,Medium,28,1865,4
125,Value,Experience,34,0,Medium,27,1511,4
125,Value,Experience,36,0,Medium,31,1571,4
125,Value,Experience,38,0,Low,17,1546,4
125,Value,Experience,40,0,High,68,1397,4
51,Value,No Experience,4,0,Medium,36,8182,2
51,Value,No Experience,6,0,Low,22,1948,1
51,Value,No Experience,8,0,Medium,36,3758,4
51,Value,No Experience,10,0,Low,21,3126,3
51,Value,No Experience,12,0,Low,22,1935,5
51,Value,No Experience,14,0,High,90,6033,5
51,Value,No Experience,16,0,High,89,1853,5
51,Value,No Experience,18,0,High,90,1209,5
51,Value,No Experience,20,0,Medium,37,2071,3
30,Liking,No Experience,4,0,Medium,39,7633,2
30,Liking,No Experience,6,0,High,91,3893,4
30,Liking,No Experience,8,0,Medium,32,1159,5
30,Liking,No Experience,10,0,High,78,1821,4
30,Liking,No Experience,12,0,Low,19,2222,2
30,Liking,No Experience,14,0,High,75,2451,3
30,Liking,No Experience,16,0,Low,17,1798,5
30,Liking,No Experience,18,0,Medium,29,2252,3
30,Liking,No Experience,20,0,Low,15,1417,3
116,Value,Experience,36,0,High,90,3319,5
116,Value,Experience,38,0,Low,21,2748,2
116,Value,Experience,40,0,Medium,36,1791,1
116,Value,Experience,42,0,Medium,36,2006,3
116,Value,Experience,44,0,High,91,1807,4
116,Value,Experience,46,0,High,91,1967,4
116,Value,Experience,48,0,Low,20,2184,2
116,Value,Experience,50,0,Medium,36,1428,3
116,Value,Experience,52,0,Low,20,1717,1
181,Value,Experience,41,0,Low,11,2889,1
181,Value,Experience,43,0,Low,11,2142,2
181,Value,Experience,45,0,High,36,2623,3
181,Value,Experience,47,0,Medium,14,1619,3
181,Value,Experience,49,0,High,39,1941,2
181,Value,Experience,51,0,Low,12,1385,2
181,Value,Experience,53,0,Medium,14,1550,3
181,Value,Experience,55,0,Medium,15,1381,3
181,Value,Experience,57,0,High,31,1443,1
114,Value,No Experience,4,0,Medium,38,3575,2
114,Value,No Experience,6,0,High,92,2012,5
114,Value,No Experience,8,0,Low,21,1603,1
114,Value,No Experience,10,0,High,92,1997,4
114,Value,No Experience,12,0,Low,21,1658,3
114,Value,No Experience,14,0,Medium,38,1870,3
114,Value,No Experience,16,0,Medium,38,2614,4
114,Value,No Experience,18,0,High,90,1283,5
114,Value,No Experience,20,0,Low,21,1445,1
90,Liking,No Experience,4,0,High,83,3890,1
90,Liking,No Experience,6,0,High,86,2072,2
90,Liking,No Experience,8,0,Low,22,1958,1
90,Liking,No Experience,10,0,Medium,37,1898,3
90,Liking,No Experience,12,0,Medium,36,1938,2
90,Liking,No Experience,14,0,Low,19,1863,1
90,Liking,No Experience,16,0,High,85,1427,1
90,Liking,No Experience,18,0,Low,20,1898,4
90,Liking,No Experience,20,0,Medium,36,1780,1
83,Liking,No Experience,4,0,High,51,9355,3
83,Liking,No Experience,6,0,Medium,21,3518,4
83,Liking,No Experience,8,0,Low,14,3535,4
83,Liking,No Experience,10,0,Low,13,2296,4
83,Liking,No Experience,12,0,High,57,2533,2
83,Liking,No Experience,14,0,High,56,2184,2
83,Liking,No Experience,16,0,Low,13,3422,5
83,Liking,No Experience,18,0,Medium,23,2436,4
83,Liking,No Experience,20,0,Medium,24,2465,3
183,Value,Experience,44,0,Low,11,3470,3
183,Value,Experience,46,0,High,46,1742,4
183,Value,Experience,48,0,High,45,2368,5
183,Value,Experience,50,0,High,46,2043,2
183,Value,Experience,52,0,Low,11,1842,1
183,Value,Experience,54,0,Medium,19,1875,3
183,Value,Experience,56,0,Medium,18,1413,1
183,Value,Experience,58,0,Low,11,874,1
183,Value,Experience,60,0,Medium,18,1280,3
79,Liking,Experience,40,0,Medium,26,2147,2
79,Liking,Experience,42,0,Low,12,1292,5
79,Liking,Experience,44,0,Low,13,1613,4
79,Liking,Experience,46,0,High,56,1903,2
79,Liking,Experience,48,0,Medium,23,1601,3
79,Liking,Experience,50,0,Medium,23,1851,3
79,Liking,Experience,52,0,High,52,1302,1
79,Liking,Experience,54,0,High,52,1803,1
79,Liking,Experience,56,0,Low,13,2181,5
16,Value,No Experience,4,0,Low,12,8521,1
16,Value,No Experience,6,0,High,54,2723,2
16,Value,No Experience,8,0,Medium,22,6812,2
16,Value,No Experience,10,0,Medium,22,9106,4
16,Value,No Experience,12,0,Low,12,3039,1
16,Value,No Experience,14,0,High,53,1962,4
16,Value,No Experience,16,0,Low,12,1833,2
16,Value,No Experience,18,0,High,51,1726,3
16,Value,No Experience,20,0,Medium,21,1687,1
3,Value,No Experience,4,0,Medium,39,5248,2
3,Value,No Experience,6,0,Medium,39,2445,2
3,Value,No Experience,8,0,High,91,2424,4
3,Value,No Experience,10,0,Medium,36,2187,1
3,Value,No Experience,12,0,High,86,1957,2
3,Value,No Experience,14,0,High,85,2239,4
3,Value,No Experience,16,0,Low,18,81,4
3,Value,No Experience,18,0,Low,15,1627,2
3,Value,No Experience,20,0,Low,19,1611,3
70,Liking,No Experience,4,0,Medium,32,3098,2
70,Liking,No Experience,6,0,Medium,28,1987,3
70,Liking,No Experience,8,0,Medium,26,4387,2
70,Liking,No Experience,10,0,High,55,4337,4
70,Liking,No Experience,12,0,High,47,3505,2
70,Liking,No Experience,14,0,Low,11,1543,2
70,Liking,No Experience,16,0,Low,12,2173,1
70,Liking,No Experience,18,0,High,32,3151,4
70,Liking,No Experience,20,0,Low,8,2625,3
6,Liking,No Experience,4,0,Medium,33,2597,4
6,Liking,No Experience,6,0,Low,23,2180,3
6,Liking,No Experience,8,0,High,82,1525,4
6,Liking,No Experience,10,0,Low,19,2763,4
6,Liking,No Experience,12,0,Medium,32,2196,3
6,Liking,No Experience,14,0,High,82,2400,4
6,Liking,No Experience,16,0,Low,24,1642,2
6,Liking,No Experience,18,0,High,85,1226,3
6,Liking,No Experience,20,0,Medium,24,829,4
99,Value,No Experience,4,0,Medium,38,3269,1
99,Value,No Experience,6,0,Medium,39,1787,1
99,Value,No Experience,8,0,Low,22,1505,1
99,Value,No Experience,10,0,High,91,1677,1
99,Value,No Experience,12,0,Medium,38,3459,2
99,Value,No Experience,14,0,High,91,2096,1
99,Value,No Experience,16,0,Low,22,1378,5
99,Value,No Experience,18,0,High,89,1804,1
99,Value,No Experience,20,0,Low,20,1285,5
86,Liking,No Experience,4,0,High,93,3642,2
86,Liking,No Experience,6,0,Medium,38,1738,3
86,Liking,No Experience,8,0,Medium,37,3378,3
86,Liking,No Experience,10,0,Low,21,1482,4
86,Liking,No Experience,12,0,Medium,37,2065,5
86,Liking,No Experience,14,0,Low,21,2060,1
86,Liking,No Experience,16,0,Low,21,2743,3
86,Liking,No Experience,18,0,High,91,2668,4
86,Liking,No Experience,20,0,High,91,4027,4
190,Value,No Experience,4,0,Low,23,3736,1
190,Value,No Experience,6,0,Medium,39,1108,3
190,Value,No Experience,8,0,Low,21,1788,1
190,Value,No Experience,10,0,High,93,2193,4
190,Value,No Experience,12,0,Medium,39,1657,3
190,Value,No Experience,14,0,Low,22,1346,1
190,Value,No Experience,16,0,High,92,1917,5
190,Value,No Experience,18,0,Medium,36,2129,3
190,Value,No Experience,20,0,High,91,1734,4
77,Liking,Experience,34,0,Medium,36,2876,3
77,Liking,Experience,36,0,High,90,3130,1
77,Liking,Experience,38,0,Low,20,1793,4
77,Liking,Experience,40,0,High,91,2428,1
77,Liking,Experience,42,0,Medium,36,3326,4
77,Liking,Experience,44,0,Low,20,1285,5
77,Liking,Experience,46,0,Medium,37,2192,3
77,Liking,Experience,48,0,High,90,5374,2
77,Liking,Experience,50,0,Low,21,2039,5
158,Liking,No Experience,4,0,Medium,38,3592,3
158,Liking,No Experience,6,0,High,85,6284,5
158,Liking,No Experience,8,0,Medium,33,1935,5
158,Liking,No Experience,10,0,Low,21,3358,4
158,Liking,No Experience,12,0,Low,22,3152,5
158,Liking,No Experience,14,0,Medium,33,1440,4
158,Liking,No Experience,16,0,High,76,1482,1
158,Liking,No Experience,18,0,Low,17,2497,5
158,Liking,No Experience,20,0,High,74,1654,5
76,Value,Experience,31,0,Medium,28,5167,2
76,Value,Experience,33,0,Low,16,2433,1
76,Value,Experience,35,0,High,62,3752,3
76,Value,Experience,37,0,High,69,2026,5
76,Value,Experience,39,0,Medium,23,2076,3
76,Value,Experience,41,0,Low,17,2429,2
76,Value,Experience,43,0,High,69,1725,5
76,Value,Experience,45,0,Low,15,1871,1
76,Value,Experience,47,0,Medium,23,3102,4
94,Value,Experience,37,0,Medium,19,4215,2
94,Value,Experience,39,0,Low,12,1674,1
94,Value,Experience,41,0,High,69,1499,4
94,Value,Experience,43,0,Medium,23,1806,3
94,Value,Experience,45,0,High,52,1669,5
94,Value,Experience,47,0,Low,11,1485,1
94,Value,Experience,49,0,Medium,19,893,1
94,Value,Experience,51,0,High,42,1309,4
94,Value,Experience,53,0,Low,13,1266,2
149,Liking,Experience,34,0,Medium,20,4569,3
149,Liking,Experience,36,0,High,44,4947,3
149,Liking,Experience,38,0,Low,13,1511,4
149,Liking,Experience,40,0,Low,11,1133,5
149,Liking,Experience,42,0,High,41,1563,4
149,Liking,Experience,44,0,Low,10,1131,2
149,Liking,Experience,46,0,High,37,1201,4
149,Liking,Experience,48,0,Medium,16,1104,5
149,Liking,Experience,50,0,Medium,16,1191,3
20,Value,Experience,36,0,High,86,3119,2
20,Value,Experience,38,0,Medium,36,1797,3
20,Value,Experience,40,0,High,85,2715,5
20,Value,Experience,42,0,High,89,2234,4
20,Value,Experience,44,0,Medium,36,1882,1
20,Value,Experience,46,0,Low,21,1623,3
20,Value,Experience,48,0,Medium,35,1535,5
20,Value,Experience,50,0,Low,20,2607,3
20,Value,Experience,52,0,Low,19,1388,3
131,Liking,Experience,7,0,High,92,8280,2
131,Liking,Experience,9,0,Low,21,3523,3
131,Liking,Experience,11,0,High,93,1739,4
131,Liking,Experience,13,0,Medium,38,2059,5
131,Liking,Experience,15,0,Low,21,1009,3
131,Liking,Experience,17,0,High,92,1448,2
131,Liking,Experience,19,0,Medium,39,1239,1
131,Liking,Experience,21,0,Medium,39,2153,3
131,Liking,Experience,23,0,Low,22,1430,3
157,Liking,Experience,27,0,High,90,10454,4
157,Liking,Experience,29,0,High,91,2299,5
157,Liking,Experience,31,0,Medium,37,2892,2
157,Liking,Experience,33,0,Medium,37,3516,4
157,Liking,Experience,35,0,Low,21,2078,5
157,Liking,Experience,37,0,Low,21,3329,5
157,Liking,Experience,39,0,High,78,2475,5
157,Liking,Experience,41,0,Low,21,1878,5
157,Liking,Experience,43,0,Medium,37,1771,5
150,Value,Experience,33,0,High,45,3972,2
150,Value,Experience,35,0,High,47,1728,3
150,Value,Experience,37,0,Low,13,1330,2
150,Value,Experience,39,0,Medium,18,1463,3
150,Value,Experience,41,0,Low,14,1146,2
150,Value,Experience,43,0,Medium,19,1509,2
150,Value,Experience,45,0,Low,9,1383,3
150,Value,Experience,47,0,Medium,16,19774,3
