id,magnitude,liking,value
61,Small,2,2
61,Small,4,2
61,Small,3,3
61,Small,2,3
61,Small,3,3
61,Small,4,3
61,Small,3,4
61,Small,2,4
61,Small,5,4
61,Small,3,4
61,Small,2,5
61,Small,2,5
61,Small,1,5
61,Small,5,5
62,Small,1,4
62,Small,3,4
62,Small,3,4
62,Small,2,4
62,Small,2,5
62,Small,4,5
62,Small,5,5
62,Small,4,5
62,Small,2,1
62,Small,4,1
62,Small,4,1
62,Small,3,1
62,Small,2,2
62,Small,3,2
62,Small,4,2
62,Small,3,2
62,Small,2,3
62,Small,4,3
62,Small,4,3
62,Small,2,3
63,Big,3,4
63,Big,4,4
63,Big,3,4
63,Big,3,4
63,Big,4,5
63,Big,2,5
63,Big,1,5
63,Big,1,5
63,Big,2,1
63,Big,1,1
63,Big,3,1
63,Big,3,1
63,Big,2,2
63,Big,4,2
63,Big,3,2
63,Big,2,2
63,Big,2,3
63,Big,3,3
63,Big,4,3
63,Big,3,3
64,Small,1,3
64,Small,2,3
64,Small,3,3
64,Small,4,3
64,Small,2,4
64,Small,5,4
64,Small,5,4
64,Small,4,4
64,Small,3,5
64,Small,5,5
64,Small,4,5
64,Small,4,5
64,Small,3,1
64,Small,3,1
64,Small,4,1
64,Small,3,1
64,Small,4,2
64,Small,2,2
64,Small,3,2
64,Small,5,2
66,Small,1,5
66,Small,2,5
66,Small,2,5
66,Small,1,5
66,Small,2,1
66,Small,4,1
66,Small,2,1
66,Small,4,1
66,Small,4,2
66,Small,3,2
66,Small,4,2
66,Small,4,2
66,Small,2,3
66,Small,3,3
66,Small,3,3
66,Small,3,3
66,Small,2,4
66,Small,3,4
66,Small,2,4
66,Small,3,4
65,Big,1,5
65,Big,1,5
65,Big,1,5
65,Big,1,5
65,Big,1,1
65,Big,5,1
65,Big,3,1
65,Big,3,1
65,Big,2,2
65,Big,5,2
65,Big,1,2
65,Big,1,2
65,Big,1,3
65,Big,1,3
65,Big,4,3
65,Big,2,3
65,Big,2,4
65,Big,1,4
65,Big,1,4
65,Big,2,4
67,Big,1,2
67,Big,2,2
67,Big,1,2
67,Big,2,2
67,Big,2,3
67,Big,4,3
67,Big,4,3
67,Big,5,3
67,Big,3,4
67,Big,4,4
67,Big,2,4
67,Big,3,4
67,Big,2,5
67,Big,2,5
67,Big,3,5
67,Big,3,5
67,Big,4,1
67,Big,3,1
67,Big,2,1
67,Big,4,1
70,Small,4,4
70,Small,4,4
70,Small,2,4
70,Small,3,4
70,Small,4,5
70,Small,4,5
70,Small,3,5
70,Small,3,5
70,Small,4,1
70,Small,4,1
70,Small,4,1
70,Small,4,1
70,Small,3,2
70,Small,4,2
70,Small,4,2
70,Small,4,2
70,Small,3,3
70,Small,3,3
70,Small,4,3
70,Small,4,3
69,Small,1,1
69,Small,2,1
69,Small,3,1
69,Small,1,1
69,Small,1,2
69,Small,5,2
69,Small,3,2
69,Small,4,2
69,Small,3,3
69,Small,3,3
69,Small,2,3
69,Small,4,3
69,Small,2,4
69,Small,1,4
69,Small,3,4
69,Small,2,4
69,Small,3,5
69,Small,2,5
69,Small,2,5
69,Small,5,5
71,Big,5,1
71,Big,4,1
71,Big,5,1
71,Big,3,1
71,Big,4,2
71,Big,2,2
71,Big,5,2
71,Big,5,2
71,Big,3,3
71,Big,4,3
71,Big,2,3
71,Big,3,3
71,Big,4,4
71,Big,2,4
71,Big,2,4
71,Big,2,4
71,Big,3,5
71,Big,2,5
71,Big,5,5
71,Big,5,5
72,Big,2,3
72,Big,2,3
72,Big,3,3
72,Big,3,3
72,Big,3,4
72,Big,3,4
72,Big,3,4
72,Big,3,4
72,Big,3,5
72,Big,3,5
72,Big,3,5
72,Big,3,5
72,Big,3,1
72,Big,3,1
72,Big,3,1
72,Big,2,1
72,Big,2,2
72,Big,3,2
72,Big,3,2
72,Big,3,2
73,Big,3,2
73,Big,5,2
73,Big,3,2
73,Big,3,2
73,Big,5,3
73,Big,4,3
73,Big,5,3
73,Big,4,3
73,Big,5,4
73,Big,5,4
73,Big,5,4
73,Big,5,4
73,Big,4,5
73,Big,4,5
73,Big,3,5
73,Big,4,5
73,Big,5,1
73,Big,3,1
73,Big,5,1
73,Big,5,1
68,Small,1,5
68,Small,2,5
68,Small,2,5
68,Small,3,5
68,Small,2,1
68,Small,4,1
68,Small,1,1
68,Small,4,1
68,Small,4,2
68,Small,3,2
68,Small,2,2
68,Small,3,2
68,Small,4,3
68,Small,3,3
68,Small,5,3
68,Small,2,3
68,Small,1,4
68,Small,3,4
68,Small,2,4
68,Small,2,4
74,Big,1,1
74,Big,1,1
74,Big,3,1
74,Big,1,1
74,Big,2,2
74,Big,5,2
74,Big,5,2
74,Big,5,2
74,Big,2,3
74,Big,5,3
74,Big,2,3
74,Big,4,3
74,Big,2,4
74,Big,2,4
74,Big,4,4
74,Big,3,4
74,Big,4,5
74,Big,1,5
74,Big,1,5
74,Big,5,5
75,Small,3,3
75,Small,3,3
75,Small,3,3
75,Small,3,3
75,Small,3,4
75,Small,4,4
75,Small,4,4
75,Small,3,4
75,Small,4,5
75,Small,4,5
75,Small,2,5
75,Small,3,5
75,Small,5,1
75,Small,2,1
75,Small,3,1
75,Small,1,1
75,Small,2,2
75,Small,3,2
75,Small,5,2
75,Small,5,2
76,Small,1,2
76,Small,1,2
76,Small,2,2
76,Small,2,2
76,Small,1,3
76,Small,3,3
76,Small,2,3
76,Small,2,3
76,Small,2,4
76,Small,2,4
76,Small,2,4
76,Small,2,4
76,Small,2,5
76,Small,1,5
76,Small,2,5
76,Small,2,5
76,Small,2,1
76,Small,1,1
76,Small,1,1
76,Small,3,1
77,Big,1,4
77,Big,3,4
77,Big,1,4
77,Big,3,4
77,Big,2,5
77,Big,1,5
77,Big,2,5
77,Big,2,5
77,Big,3,1
77,Big,2,1
77,Big,4,1
77,Big,2,1
77,Big,1,2
77,Big,3,2
77,Big,3,2
77,Big,5,2
77,Big,2,3
77,Big,2,3
77,Big,4,3
77,Big,2,3
78,Big,1,5
78,Big,1,5
78,Big,4,5
78,Big,1,5
78,Big,1,1
78,Big,4,1
78,Big,3,1
78,Big,3,1
78,Big,2,2
78,Big,3,2
78,Big,2,2
78,Big,4,2
78,Big,3,3
78,Big,3,3
78,Big,3,3
78,Big,2,3
78,Big,3,4
78,Big,2,4
78,Big,2,4
78,Big,4,4
80,Big,1,1
80,Big,1,1
80,Big,1,1
80,Big,1,1
80,Big,1,2
80,Big,1,2
80,Big,2,2
80,Big,1,2
80,Big,1,3
80,Big,1,3
80,Big,1,3
80,Big,1,3
80,Big,1,4
80,Big,1,4
80,Big,1,4
80,Big,1,4
80,Big,1,5
80,Big,1,5
80,Big,2,5
80,Big,1,5
79,Small,1,3
79,Small,1,3
79,Small,1,3
79,Small,1,3
79,Small,2,4
79,Small,2,4
79,Small,3,4
79,Small,1,4
79,Small,1,5
79,Small,4,5
79,Small,2,5
79,Small,2,5
79,Small,1,1
79,Small,1,1
79,Small,2,1
79,Small,2,1
79,Small,2,2
79,Small,2,2
79,Small,1,2
79,Small,2,2
82,Big,1,3
82,Big,1,3
82,Big,1,3
82,Big,1,3
82,Big,1,4
82,Big,1,4
82,Big,1,4
82,Big,1,4
82,Big,2,5
82,Big,1,5
82,Big,1,5
82,Big,2,5
82,Big,2,1
82,Big,2,1
82,Big,3,1
82,Big,1,1
82,Big,1,2
82,Big,1,2
82,Big,1,2
82,Big,1,2
81,Small,1,4
81,Small,2,4
81,Small,2,4
81,Small,1,4
81,Small,2,5
81,Small,2,5
81,Small,2,5
81,Small,3,5
81,Small,2,1
81,Small,4,1
81,Small,2,1
81,Small,2,1
81,Small,2,2
81,Small,3,2
81,Small,5,2
81,Small,3,2
81,Small,2,3
81,Small,3,3
81,Small,2,3
81,Small,2,3
84,Small,1,5
84,Small,2,5
84,Small,3,5
84,Small,2,5
84,Small,3,1
84,Small,4,1
84,Small,5,1
84,Small,5,1
84,Small,4,2
84,Small,4,2
84,Small,3,2
84,Small,4,2
84,Small,4,3
84,Small,4,3
84,Small,4,3
84,Small,4,3
84,Small,5,4
84,Small,3,4
84,Small,4,4
84,Small,5,4
83,Small,5,1
83,Small,4,1
83,Small,3,1
83,Small,3,1
83,Small,2,2
83,Small,5,2
83,Small,2,2
83,Small,3,2
83,Small,4,3
83,Small,4,3
83,Small,3,3
83,Small,3,3
83,Small,4,4
83,Small,2,4
83,Small,4,4
83,Small,5,4
83,Small,5,5
83,Small,4,5
83,Small,4,5
83,Small,4,5
85,Small,2,2
85,Small,3,2
85,Small,2,2
85,Small,3,2
85,Small,2,3
85,Small,2,3
85,Small,4,3
85,Small,2,3
85,Small,2,4
85,Small,4,4
85,Small,1,4
85,Small,2,4
85,Small,1,5
85,Small,1,5
85,Small,1,5
85,Small,2,5
85,Small,5,1
85,Small,3,1
85,Small,5,1
85,Small,4,1
86,Small,2,3
86,Small,4,3
86,Small,4,3
86,Small,2,3
86,Small,4,4
86,Small,5,4
86,Small,5,4
86,Small,5,4
86,Small,2,5
86,Small,5,5
86,Small,3,5
86,Small,3,5
86,Small,2,1
86,Small,3,1
86,Small,3,1
86,Small,3,1
86,Small,4,2
86,Small,3,2
86,Small,3,2
86,Small,4,2
87,Big,2,2
87,Big,2,2
87,Big,3,2
87,Big,2,2
87,Big,3,3
87,Big,5,3
87,Big,5,3
87,Big,5,3
87,Big,5,4
87,Big,5,4
87,Big,3,4
87,Big,4,4
87,Big,3,5
87,Big,2,5
87,Big,4,5
87,Big,5,5
87,Big,5,1
87,Big,4,1
87,Big,3,1
87,Big,5,1
88,Small,1,4
88,Small,2,4
88,Small,3,4
88,Small,2,4
88,Small,2,5
88,Small,5,5
88,Small,5,5
88,Small,5,5
88,Small,2,1
88,Small,4,1
88,Small,2,1
88,Small,3,1
88,Small,3,2
88,Small,3,2
88,Small,3,2
88,Small,3,2
88,Small,4,3
88,Small,2,3
88,Small,4,3
88,Small,4,3
90,Big,1,5
90,Big,2,5
90,Big,5,5
90,Big,2,5
90,Big,1,1
90,Big,2,1
90,Big,2,1
90,Big,2,1
90,Big,4,2
90,Big,2,2
90,Big,1,2
90,Big,2,2
90,Big,3,3
90,Big,2,3
90,Big,4,3
90,Big,1,3
90,Big,2,4
90,Big,2,4
90,Big,1,4
90,Big,2,4
89,Big,1,2
89,Big,3,2
89,Big,5,2
89,Big,3,2
89,Big,1,3
89,Big,4,3
89,Big,5,3
89,Big,5,3
89,Big,3,4
89,Big,3,4
89,Big,4,4
89,Big,4,4
89,Big,4,5
89,Big,2,5
89,Big,4,5
89,Big,4,5
89,Big,4,1
89,Big,2,1
89,Big,1,1
89,Big,4,1
92,Big,1,4
92,Big,3,4
92,Big,3,4
92,Big,2,4
92,Big,1,5
92,Big,2,5
92,Big,3,5
92,Big,4,5
92,Big,2,1
92,Big,2,1
92,Big,3,1
92,Big,2,1
92,Big,2,2
92,Big,3,2
92,Big,1,2
92,Big,2,2
92,Big,3,3
92,Big,2,3
92,Big,2,3
92,Big,2,3
92107711,Small,1,1
92107711,Small,2,1
92107711,Small,3,1
92107711,Small,2,1
92107711,Small,2,2
92107711,Small,3,2
92107711,Small,5,2
92107711,Small,4,2
92107711,Small,3,3
92107711,Small,5,3
92107711,Small,4,3
92107711,Small,2,3
92107711,Small,4,4
92107711,Small,4,4
92107711,Small,2,4
92107711,Small,4,4
92107711,Small,5,5
92107711,Small,3,5
92107711,Small,3,5
92107711,Small,4,5
93,Small,1,5
93,Small,3,5
93,Small,3,5
93,Small,3,5
93,Small,1,1
93,Small,4,1
93,Small,1,1
93,Small,4,1
93,Small,4,2
93,Small,4,2
93,Small,3,2
93,Small,2,2
93,Small,2,3
93,Small,2,3
93,Small,3,3
93,Small,3,3
93,Small,1,4
93,Small,3,4
93,Small,3,4
93,Small,4,4
95,Big,3,2
95,Big,3,2
95,Big,3,2
95,Big,3,2
95,Big,3,3
95,Big,4,3
95,Big,4,3
95,Big,3,3
95,Big,3,4
95,Big,4,4
95,Big,4,4
95,Big,3,4
95,Big,3,5
95,Big,3,5
95,Big,4,5
95,Big,3,5
95,Big,3,1
95,Big,2,1
95,Big,4,1
95,Big,3,1
96,Small,1,3
96,Small,3,3
96,Small,4,3
96,Small,3,3
96,Small,2,4
96,Small,5,4
96,Small,5,4
96,Small,5,4
96,Small,4,5
96,Small,4,5
96,Small,3,5
96,Small,5,5
96,Small,4,1
96,Small,4,1
96,Small,4,1
96,Small,4,1
96,Small,5,2
96,Small,3,2
96,Small,2,2
96,Small,5,2
94,Small,2,2
94,Small,2,2
94,Small,3,2
94,Small,3,2
94,Small,4,3
94,Small,5,3
94,Small,5,3
94,Small,5,3
94,Small,3,4
94,Small,5,4
94,Small,5,4
94,Small,5,4
94,Small,3,5
94,Small,3,5
94,Small,5,5
94,Small,5,5
94,Small,5,1
94,Small,5,1
94,Small,1,1
94,Small,5,1
97,Big,1,5
97,Big,1,5
97,Big,1,5
97,Big,1,5
97,Big,2,1
97,Big,4,1
97,Big,2,1
97,Big,4,1
97,Big,5,2
97,Big,1,2
97,Big,4,2
97,Big,2,2
97,Big,3,3
97,Big,1,3
97,Big,4,3
97,Big,3,3
97,Big,4,4
97,Big,1,4
97,Big,1,4
97,Big,3,4
99,Big,2,1
99,Big,2,1
99,Big,2,1
99,Big,1,1
99,Big,3,2
99,Big,4,2
99,Big,3,2
99,Big,2,2
99,Big,4,3
99,Big,3,3
99,Big,2,3
99,Big,2,3
99,Big,4,4
99,Big,3,4
99,Big,2,4
99,Big,4,4
99,Big,4,5
99,Big,5,5
99,Big,3,5
99,Big,4,5
98,Big,1,4
98,Big,1,4
98,Big,3,4
98,Big,1,4
98,Big,2,5
98,Big,4,5
98,Big,5,5
98,Big,4,5
98,Big,1,1
98,Big,1,1
98,Big,1,1
98,Big,3,1
98,Big,1,2
98,Big,1,2
98,Big,1,2
98,Big,1,2
98,Big,3,3
98,Big,1,3
98,Big,1,3
98,Big,4,3
